"","X","schlcode","c_size","c_boys","c_girls","c_numcl","c_pik","c_status","c_leom","c_tip","c_num4rd","c_type","flgrm4","mrkgrm4","ngrm4","flmth4","mrkmth4","nmth4","towncode","popcode","tip_a","grade","classid","classize","X_type_","X_freq_","cohsize","mathsize","avgmath","passmath","verbsize","avgverb","passverb","studchk","misskov2","missagg","nmiss_k","nmiss_a","classct","math_n","flmath_n","nmath_n","verb_n","flverb_n","nverb_n","impute","nverb_m","nmath_m","tip_s","townid","tipuach"
"1244",1244,41426,98,54,44,19,2,1,1,1,3,3,4,82,93,9.89000034332275,85,91,87007,12,5,4,3,30,0,3,98,33,83.4860610961914,15.1572723388672,35,81.1137161254883,4.88571405410767,NA,1,0,1,0,3,85.8613815307617,6.89310359954834,58,82.5348281860352,3.46551728248596,58,1,35,33,5,87007,5
"1245",1245,41427,63,37,26,13,2,1,1,5,3,2,28,60,39,50,58,40,70003,12,25,4,1,25,0,2,53,18,54.3899993896484,66.6999969482422,17,57.3499984741211,29.3999996185303,1,0,0,0,0,2,57.7779998779297,50.0349998474121,40,59.5612831115723,28.2153854370117,39,0,NA,NA,25,70003,25
"1246",1246,41427,63,37,26,13,2,1,1,5,3,2,28,60,39,50,58,40,70003,12,25,4,2,28,0,2,53,22,60.5499992370605,36.4000015258789,22,61.2700004577637,27.2999992370605,1,0,0,0,0,2,57.7779998779297,50.0349998474121,40,59.5612831115723,28.2153854370117,39,0,NA,NA,25,70003,25
"1247",1247,41431,76,38,38,16,1,1,1,0,2,2,6,81,72,26.3899993896484,74,72,37507,11,1,4,1,36,0,2,76,34,72.0899963378906,29.3999996185303,34,78.5,5.90000009536743,1,0,0,0,0,2,74.4175033569336,26.3916664123535,72,80.9594421386719,5.58333349227905,72,0,NA,NA,1,37507,1
"1248",1248,41431,76,38,38,16,1,1,1,0,2,2,6,81,72,26.3899993896484,74,72,37507,11,1,4,2,40,0,2,76,38,76.5,23.7000007629395,38,83.1600036621094,5.30000019073486,1,0,0,0,0,2,74.4175033569336,26.3916664123535,72,80.9594421386719,5.58333349227905,72,0,NA,NA,1,37507,1
"1249",1249,41432,75,42,33,14,1,1,1,3,3,2,5,78,61,19.6700000762939,74,61,69005,11,16,4,1,33,0,2,66,31,73.3499984741211,16.1000003814697,31,76.6100006103516,6.5,1,0,0,1,0,2,73.3499984741211,16.1000003814697,31,76.6100006103516,6.5,31,0,NA,NA,16,69005,16
"1250",1250,41432,75,42,33,14,1,1,1,3,3,2,5,78,61,19.6700000762939,74,61,69005,11,16,4,2,33,0,2,66,30,74.6716690063477,23.3589992523193,30,79.4363327026367,3.45000004768372,NA,1,0,1,0,2,73.3499984741211,16.1000003814697,31,76.6100006103516,6.5,31,1,30,30,16,69005,16
"1251",1251,41433,78,38,40,16,1,1,1,1,2,2,6,81,65,14.9300003051758,76,67,72009,11,3,4,1,40,0,2,78,36,77,11.1000003814697,35,81.5999984741211,8.60000038146973,1,0,0,0,0,2,76.0607452392578,14.9402980804443,67,81.4292297363281,6.1538462638855,65,0,NA,NA,3,72009,3
"1252",1252,41433,78,38,40,16,1,1,1,1,2,2,6,81,65,14.9300003051758,76,67,72009,11,3,4,2,38,0,2,78,31,74.9700012207031,19.3999996185303,30,81.2300033569336,3.29999995231628,1,0,0,0,0,2,76.0607452392578,14.9402980804443,67,81.4292297363281,6.1538462638855,65,0,NA,NA,3,72009,3
"1253",1253,41434,102,52,50,18,1,1,1,1,3,3,14,72,95,39.3600006103516,66,94,83006,11,4,4,2,32,0,3,102,31,64.6500015258789,32.2999992370605,31,73.7699966430664,9.69999980926514,1,0,0,1,0,3,66.5849990844727,37.0999984741211,62,72.625,11.3000001907349,62,0,NA,NA,4,83006,4
"1254",1254,41434,102,52,50,18,1,1,1,1,3,3,14,72,95,39.3600006103516,66,94,83006,11,4,4,3,34,0,3,102,31,68.5199966430664,41.9000015258789,31,71.4800033569336,12.8999996185303,1,0,0,1,0,3,66.5849990844727,37.0999984741211,62,72.625,11.3000001907349,62,0,NA,NA,4,83006,4
"1255",1255,41434,102,52,50,18,1,1,1,1,3,3,14,72,95,39.3600006103516,66,94,83006,11,4,4,1,36,0,3,102,32,64.8665618896484,43.7387504577637,33,70.8257598876953,19.0727272033691,NA,1,0,1,0,3,66.5849990844727,37.0999984741211,62,72.625,11.3000001907349,62,1,33,32,4,83006,4
"1256",1256,41435,97,47,50,19,1,1,1,1,3,3,11,76,92,27.9599990844727,70,93,83006,11,1,4,1,35,0,3,97,34,73.2900009155273,32.4000015258789,34,76.7099990844727,11.8000001907349,1,0,0,1,0,3,67.3705062866211,32.2305068969727,59,76.0893096923828,12.0896549224854,58,0,NA,NA,1,83006,1
"1257",1257,41435,97,47,50,19,1,1,1,1,3,3,11,76,92,27.9599990844727,70,93,83006,11,1,4,3,26,0,3,97,25,59.3199996948242,32,24,75.2099990844727,12.5,1,0,0,1,0,3,67.3705062866211,32.2305068969727,59,76.0893096923828,12.0896549224854,58,0,NA,NA,1,83006,1
"1258",1258,41435,97,47,50,19,1,1,1,1,3,3,11,76,92,27.9599990844727,70,93,83006,11,1,4,2,36,0,3,97,34,74.5629425048828,20.5494117736816,34,75.8476486206055,9.14117622375488,NA,1,0,1,0,3,67.3705062866211,32.2305068969727,59,76.0893096923828,12.0896549224854,58,1,34,34,1,83006,1
"1259",1259,41436,160,73,87,24,1,1,1,1,5,4,4,76,136,16.7800006866455,73,143,83006,11,3,4,1,37,0,4,150,35,68.8899993896484,31.3999996185303,33,76.2099990844727,6.09999990463257,1,0,0,1,0,4,73.7483215332031,18.682243347168,107,76.1162109375,2.91165041923523,103,0,NA,NA,3,83006,3
"1260",1260,41436,160,73,87,24,1,1,1,1,5,4,4,76,136,16.7800006866455,73,143,83006,11,3,4,2,38,0,4,150,36,74.8899993896484,16.7000007629395,36,77.3300018310547,0,1,0,0,1,0,4,73.7483215332031,18.682243347168,107,76.1162109375,2.91165041923523,103,0,NA,NA,3,83006,3
"1261",1261,41436,160,73,87,24,1,1,1,1,5,4,4,76,136,16.7800006866455,73,143,83006,11,3,4,4,37,0,4,150,36,77.3300018310547,8.30000019073486,34,74.7399978637695,2.90000009536743,1,0,0,1,0,4,73.7483215332031,18.682243347168,107,76.1162109375,2.91165041923523,103,0,NA,NA,3,83006,3
"1262",1262,41436,160,73,87,24,1,1,1,1,5,4,4,76,136,16.7800006866455,73,143,83006,11,3,4,3,38,0,4,150,36,70.7758331298828,11.1261110305786,33,75.6372756958008,7.39696979522705,NA,1,0,1,0,4,73.7483215332031,18.682243347168,107,76.1162109375,2.91165041923523,103,1,33,36,3,83006,3
"1263",1263,41437,66,36,30,18,1,1,1,1,2,2,11,73,62,20.6299991607666,74,63,97006,11,3,4,1,30,0,2,66,27,72.3300018310547,25.8999996185303,27,70.6999969482422,11.1000003814697,1,0,0,0,0,2,74.1138687133789,19.3516120910645,62,73.110481262207,11.2693548202515,62,0,NA,NA,3,97006,3
"1264",1264,41437,66,36,30,18,1,1,1,1,2,2,11,73,62,20.6299991607666,74,63,97006,11,3,4,2,36,0,2,66,35,75.4899978637695,14.3000001907349,35,74.9700012207031,11.3999996185303,1,0,0,0,0,2,74.1138687133789,19.3516120910645,62,73.110481262207,11.2693548202515,62,0,NA,NA,3,97006,3
"1265",1265,41440,74,49,25,19,1,1,1,0,2,2,14,75,69,26.7600002288818,74,71,37606,11,2,4,1,37,0,2,74,34,77.7399978637695,26.5,34,78.4400024414062,17.6000003814697,1,0,0,0,0,2,73.8732376098633,26.7605628967285,71,74.9146347045898,14.4550724029541,69,0,NA,NA,2,37606,2
"1266",1266,41440,74,49,25,19,1,1,1,0,2,2,14,75,69,26.7600002288818,74,71,37606,11,2,4,2,37,0,2,74,37,70.3199996948242,27,35,71.4899978637695,11.3999996185303,1,0,0,0,0,2,73.8732376098633,26.7605628967285,71,74.9146347045898,14.4550724029541,69,0,NA,NA,2,37606,2
"1267",1267,41441,91,45,46,21,1,2,1,1,3,3,16,73,87,29.8899993896484,71,87,35709,11,1,4,2,32,0,3,96,29,76.5500030517578,13.8000001907349,29,71.1699981689453,20.7000007629395,1,0,0,1,0,3,72.1769638061523,26.7696437835693,56,71.0542831420898,19.6392860412598,56,0,NA,NA,1,35709,1
"1268",1268,41441,91,45,46,21,1,2,1,1,3,3,16,73,87,29.8899993896484,71,87,35709,11,1,4,3,32,0,3,96,27,67.4800033569336,40.7000007629395,27,70.9300003051758,18.5,1,0,0,1,0,3,72.1769638061523,26.7696437835693,56,71.0542831420898,19.6392860412598,56,0,NA,NA,1,35709,1
"1269",1269,41441,91,45,46,21,1,2,1,1,3,3,16,73,87,29.8899993896484,71,87,35709,11,1,4,1,32,0,3,96,31,68.8738708496094,35.5267753601074,31,76.5148391723633,9.42580604553223,NA,1,0,1,0,3,72.1769638061523,26.7696437835693,56,71.0542831420898,19.6392860412598,56,1,31,31,1,35709,1
"1270",1270,41442,78,37,41,16,1,1,1,2,2,2,19,73,63,19.7000007629395,61,66,74005,11,13,4,1,39,0,2,78,33,62.6399993896484,15.1999998092651,30,75.129997253418,13.3000001907349,1,0,0,0,0,2,60.9249992370605,19.7000007629395,66,72.840950012207,19.0095233917236,63,0,NA,NA,13,74005,13
"1271",1271,41442,78,37,41,16,1,1,1,2,2,2,19,73,63,19.7000007629395,61,66,74005,11,13,4,2,39,0,2,78,33,59.2099990844727,24.2000007629395,33,70.7600021362305,24.2000007629395,1,0,0,0,0,2,60.9249992370605,19.7000007629395,66,72.840950012207,19.0095233917236,63,0,NA,NA,13,74005,13
"1272",1272,41443,114,50,64,18,1,1,1,1,3,3,18,73,102,30.6900005340576,69,101,79004,11,5,4,1,37,0,3,114,33,67.1500015258789,30.2999992370605,33,72.9400024414062,24.2000007629395,1,0,0,0,0,3,68.873664855957,30.681188583374,101,73.3643112182617,17.6078433990479,102,0,NA,NA,5,79004,5
"1273",1273,41443,114,50,64,18,1,1,1,1,3,3,18,73,102,30.6900005340576,69,101,79004,11,5,4,2,38,0,3,114,35,68.8899993896484,31.3999996185303,35,74.4000015258789,11.3999996185303,1,0,0,0,0,3,68.873664855957,30.681188583374,101,73.3643112182617,17.6078433990479,102,0,NA,NA,5,79004,5
"1274",1274,41443,114,50,64,18,1,1,1,1,3,3,18,73,102,30.6900005340576,69,101,79004,11,5,4,3,39,0,3,114,33,70.5800018310547,30.2999992370605,34,72.7099990844727,17.6000003814697,1,0,0,0,0,3,68.873664855957,30.681188583374,101,73.3643112182617,17.6078433990479,102,0,NA,NA,5,79004,5
"1275",1275,41444,87,45,42,17,1,1,1,1,3,3,8,80,78,8.97000026702881,81,78,83006,11,1,4,1,28,0,3,87,26,80.4599990844727,11.5,26,78.0400009155273,7.69999980926514,1,0,0,0,0,3,80.8202590942383,8.96025657653809,78,80.08935546875,7.69358968734741,78,0,NA,NA,1,83006,1
"1276",1276,41444,87,45,42,17,1,1,1,1,3,3,8,80,78,8.97000026702881,81,78,83006,11,1,4,2,31,0,3,87,27,84.2600021362305,3.70000004768372,27,80.5899963378906,3.70000004768372,1,0,0,0,0,3,80.8202590942383,8.96025657653809,78,80.08935546875,7.69358968734741,78,0,NA,NA,1,83006,1
"1277",1277,41444,87,45,42,17,1,1,1,1,3,3,8,80,78,8.97000026702881,81,78,83006,11,1,4,3,28,0,3,87,25,77.4800033569336,12,25,81.6800003051758,12,1,0,0,0,0,3,80.8202590942383,8.96025657653809,78,80.08935546875,7.69358968734741,78,0,NA,NA,1,83006,1
"1278",1278,41445,189,108,81,24,2,1,1,NA,6,6,11,78,179,20.6700000762939,75,179,79004,12,13,4,1,35,0,6,189,32,75.1600036621094,12.5,32,76.129997253418,6.30000019073486,1,0,0,1,0,6,73.7712554931641,22.3720283508301,143,77.6374130249023,10.4825172424316,143,0,NA,NA,13,79004,13
"1279",1279,41445,189,108,81,24,2,1,1,NA,6,6,11,78,179,20.6700000762939,75,179,79004,12,13,4,3,36,0,6,189,35,80.629997253418,11.3999996185303,35,79.8899993896484,11.3999996185303,1,0,0,1,0,6,73.7712554931641,22.3720283508301,143,77.6374130249023,10.4825172424316,143,0,NA,NA,13,79004,13
"1280",1280,41445,189,108,81,24,2,1,1,NA,6,6,11,78,179,20.6700000762939,75,179,79004,12,13,4,4,25,0,6,189,24,79.4199981689453,20.7999992370605,24,84.7099990844727,0,1,0,0,1,0,6,73.7712554931641,22.3720283508301,143,77.6374130249023,10.4825172424316,143,0,NA,NA,13,79004,13
"1281",1281,41445,189,108,81,24,2,1,1,NA,6,6,11,78,179,20.6700000762939,75,179,79004,12,13,4,5,25,0,6,189,22,63.2700004577637,50,22,71.9499969482422,22.7000007629395,1,0,0,1,0,6,73.7712554931641,22.3720283508301,143,77.6374130249023,10.4825172424316,143,0,NA,NA,13,79004,13
"1282",1282,41445,189,108,81,24,2,1,1,NA,6,6,11,78,179,20.6700000762939,75,179,79004,12,13,4,6,31,0,6,189,30,67.4700012207031,26.7000007629395,30,75.129997253418,13.3000001907349,1,0,0,1,0,6,73.7712554931641,22.3720283508301,143,77.6374130249023,10.4825172424316,143,0,NA,NA,13,79004,13
"1283",1283,41445,189,108,81,24,2,1,1,NA,6,6,11,78,179,20.6700000762939,75,179,79004,12,13,4,2,37,0,6,189,36,79.8808364868164,13.9091663360596,36,79.4402770996094,13.0555553436279,NA,1,0,1,0,6,73.7712554931641,22.3720283508301,143,77.6374130249023,10.4825172424316,143,1,36,36,13,79004,13
"1284",1284,41447,32,17,15,6,2,1,1,NA,1,1,10,84,31,29.0300006866455,79,31,12245,12,0,4,1,32,0,1,32,31,78.6100006103516,29,30,84.0699996948242,10,1,0,0,0,0,1,78.6100006103516,29,31,84.0699996948242,10,30,0,NA,NA,0,12245,0
"1285",1285,41448,74,39,35,18,1,1,1,NA,2,2,11,69,61,24.6200008392334,70,65,74005,11,8,4,1,37,0,2,74,37,68.9199981689453,27,34,68.7099990844727,5.90000009536743,1,0,0,1,0,2,68.9199981689453,27,37,68.7099990844727,5.90000009536743,34,0,NA,NA,8,74005,8
"1286",1286,41448,74,39,35,18,1,1,1,NA,2,2,11,69,61,24.6200008392334,70,65,74005,11,8,4,2,37,0,2,74,28,71.4271392822266,21.4750003814697,27,69.3651885986328,17.4222221374512,NA,1,0,1,0,2,68.9199981689453,27,37,68.7099990844727,5.90000009536743,34,1,27,28,8,74005,8
"1287",1287,41449,34,13,21,7,2,1,1,NA,1,1,9,76,33,17.6499996185303,81,34,69005,12,13,4,1,34,0,1,34,34,81.0299987792969,17.6000003814697,33,75.7600021362305,9.10000038146973,1,0,0,0,0,1,81.0299987792969,17.6000003814697,34,75.7600021362305,9.10000038146973,33,0,NA,NA,13,69005,13
"1288",1288,41450,94,59,35,18,1,1,1,NA,4,3,4,85,77,12.9899997711182,81,77,12245,11,1,4,1,26,0,3,84,25,78.8399963378906,12,25,84.6399993896484,0,1,0,0,1,0,3,80.2822647094727,11.3132076263428,53,86.2859649658203,1.92115390300751,52,0,NA,NA,1,12245,1
"1289",1289,41450,94,59,35,18,1,1,1,NA,4,3,4,85,77,12.9899997711182,81,77,12245,11,1,4,2,30,0,3,84,28,81.5699996948242,10.6999998092651,27,87.8099975585938,3.70000004768372,1,0,0,1,0,3,80.2822647094727,11.3132076263428,53,86.2859649658203,1.92115390300751,52,0,NA,NA,1,12245,1
"1290",1290,41450,94,59,35,18,1,1,1,NA,4,3,4,85,77,12.9899997711182,81,77,12245,11,1,4,3,28,0,3,84,24,82.5849990844727,16.6929168701172,25,82.3252029418945,8.32400035858154,NA,1,0,1,0,3,80.2822647094727,11.3132076263428,53,86.2859649658203,1.92115390300751,52,1,25,24,1,12245,1
"1291",1291,41451,91,52,39,14,1,1,1,NA,4,3,10,70,81,16.0499992370605,74,81,94003,11,8,4,1,28,0,3,83,27,77.629997253418,11.1000003814697,27,75.8499984741211,0,1,0,0,0,0,3,73.6566696166992,16.033332824707,81,69.9733352661133,9.86666679382324,81,0,NA,NA,8,94003,8
"1292",1292,41451,91,52,39,14,1,1,1,NA,4,3,10,70,81,16.0499992370605,74,81,94003,11,8,4,2,28,0,3,83,27,72.9300003051758,14.8000001907349,27,68.8499984741211,11.1000003814697,1,0,0,0,0,3,73.6566696166992,16.033332824707,81,69.9733352661133,9.86666679382324,81,0,NA,NA,8,94003,8
"1293",1293,41451,91,52,39,14,1,1,1,NA,4,3,10,70,81,16.0499992370605,74,81,94003,11,8,4,3,27,0,3,83,27,70.4100036621094,22.2000007629395,27,65.2200012207031,18.5,1,0,0,0,0,3,73.6566696166992,16.033332824707,81,69.9733352661133,9.86666679382324,81,0,NA,NA,8,94003,8
"1294",1294,41454,16,11,5,4,1,1,1,NA,1,1,25,67,16,50,62,16,36400,11,1,4,1,16,0,1,16,16,61.75,50,16,67.0599975585938,25,1,0,0,0,0,1,61.75,50,16,67.0599975585938,25,16,0,NA,NA,1,36400,1
"1295",1295,41455,20,11,9,4,2,1,1,NA,1,1,20,77,20,15,76,20,35709,12,11,4,1,20,0,1,20,20,76.4000015258789,15,20,76.9000015258789,20,1,0,0,0,0,1,76.4000015258789,15,20,76.9000015258789,20,20,0,NA,NA,11,35709,11
"1296",1296,41456,62,33,29,11,1,1,1,NA,2,2,0,86,58,3.45000004768372,86,58,2295,11,6,4,1,31,0,2,62,29,88.7200012207031,3.40000009536743,29,87.0299987792969,0,1,0,0,1,0,2,88.7200012207031,3.40000009536743,29,87.0299987792969,0,29,0,NA,NA,6,2295,6
"1297",1297,41456,62,33,29,11,1,1,1,NA,2,2,0,86,58,3.45000004768372,86,58,2295,11,6,4,2,31,0,2,62,29,83.2799987792969,3.5,29,84.9700012207031,0,NA,1,0,1,0,2,88.7200012207031,3.40000009536743,29,87.0299987792969,0,29,1,29,29,6,2295,6
"1298",1298,41457,85,31,54,13,1,1,1,NA,3,3,11,76,81,20.4799995422363,75,83,97006,11,7,4,1,32,0,3,85,32,72.129997253418,31.2999992370605,32,76.0299987792969,18.7999992370605,1,0,0,0,0,3,75.0515670776367,20.4891567230225,83,76.0854339599609,11.1209878921509,81,0,NA,NA,7,97006,7
"1299",1299,41457,85,31,54,13,1,1,1,NA,3,3,11,76,81,20.4799995422363,75,83,97006,11,7,4,2,27,0,3,85,26,77.620002746582,11.5,25,76.4400024414062,4,1,0,0,0,0,3,75.0515670776367,20.4891567230225,83,76.0854339599609,11.1209878921509,81,0,NA,NA,7,97006,7
"1300",1300,41457,85,31,54,13,1,1,1,NA,3,3,11,76,81,20.4799995422363,75,83,97006,11,7,4,3,26,0,3,85,25,76.120002746582,16,24,75.7900009155273,8.30000019073486,1,0,0,0,0,3,75.0515670776367,20.4891567230225,83,76.0854339599609,11.1209878921509,81,0,NA,NA,7,97006,7
"1301",1301,41458,88,49,39,13,1,1,1,NA,2,2,16,71,68,32.3499984741211,66,68,35709,11,6,4,2,44,0,2,88,37,67.1399993896484,24.2999992370605,37,72.5100021362305,13.5,1,0,0,1,0,2,67.1399993896484,24.2999992370605,37,72.5100021362305,13.5,37,0,NA,NA,6,35709,6
"1302",1302,41458,88,49,39,13,1,1,1,NA,2,2,16,71,68,32.3499984741211,66,68,35709,11,6,4,1,44,0,2,88,31,64.6393585205078,41.958065032959,31,69.1977386474609,18.9838714599609,NA,1,0,1,0,2,67.1399993896484,24.2999992370605,37,72.5100021362305,13.5,37,1,31,31,6,35709,6
"1303",1303,41462,16,9,7,6,2,1,1,NA,1,1,6,81,16,43.75,71,16,36475,12,4,4,1,16,0,1,16,16,70.5599975585938,43.7999992370605,16,81.0599975585938,6.30000019073486,1,0,0,0,0,1,70.5599975585938,43.7999992370605,16,81.0599975585938,6.30000019073486,16,0,NA,NA,4,36475,4
"1304",1304,41463,42,24,18,7,1,1,1,NA,2,2,5,85,41,7.32000017166138,81,41,12732,11,1,4,1,21,0,2,42,21,82.9000015258789,4.80000019073486,21,83.9499969482422,9.5,1,0,0,1,0,2,82.9000015258789,4.80000019073486,21,83.9499969482422,9.5,21,0,NA,NA,1,12732,1
"1305",1305,41463,42,24,18,7,1,1,1,NA,2,2,5,85,41,7.32000017166138,81,41,12732,11,1,4,2,21,0,2,42,20,79.004997253418,9.96599960327148,20,86.1025009155273,0.275000005960464,NA,1,0,1,0,2,82.9000015258789,4.80000019073486,21,83.9499969482422,9.5,21,1,20,20,1,12732,1
"1306",1306,41468,42,24,18,11,2,1,1,NA,2,2,5,82,39,10,77,40,83006,12,4,4,1,21,0,2,42,19,79.9499969482422,10.5,18,85.5,5.59999990463257,1,0,0,0,0,2,76.8525009155273,9.97500038146973,40,82.1561508178711,5.16923093795776,39,0,NA,NA,4,83006,4
"1307",1307,41468,42,24,18,11,2,1,1,NA,2,2,5,82,39,10,77,40,83006,12,4,4,2,21,0,2,42,21,74.0500030517578,9.5,21,79.2900009155273,4.80000019073486,1,0,0,0,0,2,76.8525009155273,9.97500038146973,40,82.1561508178711,5.16923093795776,39,0,NA,NA,4,83006,4
"1308",1308,51002,167,77,90,18,1,2,1,3,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,30,0,5,156,29,53.5900001525879,37.9000015258789,29,62.1699981689453,34.5,1,0,1,1,5,5,59.6470603942871,34.4605026245117,119,64.068473815918,23.7305088043213,118,0,NA,NA,17,24000,17
"1309",1309,51002,167,77,90,18,1,2,1,3,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,32,0,5,156,30,71.6999969482422,20,30,67.370002746582,16.7000007629395,1,0,1,1,5,5,59.6470603942871,34.4605026245117,119,64.068473815918,23.7305088043213,118,0,NA,NA,17,24000,17
"1310",1310,51002,167,77,90,18,1,2,1,3,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,32,0,5,156,31,55.4799995422363,45.2000007629395,31,64.0299987792969,12.8999996185303,1,0,1,1,5,5,59.6470603942871,34.4605026245117,119,64.068473815918,23.7305088043213,118,0,NA,NA,17,24000,17
"1311",1311,51002,167,77,90,18,1,2,1,3,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,33,0,5,156,29,57.689998626709,34.5,28,62.5400009155273,32.0999984741211,1,0,1,1,5,5,59.6470603942871,34.4605026245117,119,64.068473815918,23.7305088043213,118,0,NA,NA,17,24000,17
"1313",1313,51004,65,31,34,13,1,2,1,5,2,2,26,59,57,71.9300003051758,59,57,24000,11,33,4,2,32,0,2,65,27,66.4100036621094,66.6999969482422,27,61.1100006103516,18.5,1,0,0,1,0,2,66.4100036621094,66.6999969482422,27,61.1100006103516,18.5,27,0,NA,NA,33,24000,33
"1314",1314,51004,65,31,34,13,1,2,1,5,2,2,26,59,57,71.9300003051758,59,57,24000,11,33,4,1,33,0,2,65,30,52.3310012817383,76.6370010375977,30,57.101001739502,32.75,NA,1,0,1,0,2,66.4100036621094,66.6999969482422,27,61.1100006103516,18.5,27,1,30,30,33,24000,33
"1315",1315,51005,91,48,43,20,2,2,1,5,3,3,32,59,85,60,53,85,24000,12,31,4,1,33,0,3,91,31,56.810001373291,58.0999984741211,31,58,35.5,1,0,0,0,0,3,53.2120018005371,60.0047073364258,85,59.1764717102051,31.7588233947754,85,0,NA,NA,31,24000,31
"1316",1316,51005,91,48,43,20,2,2,1,5,3,3,32,59,85,60,53,85,24000,12,31,4,2,29,0,3,91,29,49.7900009155273,51.7000007629395,29,58,31,1,0,0,0,0,3,53.2120018005371,60.0047073364258,85,59.1764717102051,31.7588233947754,85,0,NA,NA,31,24000,31
"1317",1317,51005,91,48,43,20,2,2,1,5,3,3,32,59,85,60,53,85,24000,12,31,4,3,29,0,3,91,25,52.7200012207031,72,25,62,28,1,0,0,0,0,3,53.2120018005371,60.0047073364258,85,59.1764717102051,31.7588233947754,85,0,NA,NA,31,24000,31
"1318",1318,51006,42,19,23,8,2,2,1,5,2,2,36,54,36,61.5400009155273,48,39,24000,12,25,4,1,20,0,2,42,20,45.9500007629395,60,19,56.0499992370605,47.4000015258789,1,0,0,0,0,2,47.4602546691895,61.5589752197266,39,53.7219429016113,36.1138877868652,36,0,NA,NA,25,24000,25
"1319",1319,51006,42,19,23,8,2,2,1,5,2,2,36,54,36,61.5400009155273,48,39,24000,12,25,4,2,22,0,2,42,19,49.0499992370605,63.2000007629395,17,51.1199989318848,23.5,1,0,0,0,0,2,47.4602546691895,61.5589752197266,39,53.7219429016113,36.1138877868652,36,0,NA,NA,25,24000,25
"1320",1320,51007,87,50,37,20,1,1,1,2,3,2,7,79,70,28.1700000762939,67,71,5652,11,7,4,2,37,0,2,76,37,65.2200012207031,35.0999984741211,36,77.6900024414062,8.30000019073486,1,0,0,1,0,2,65.2200012207031,35.0999984741211,37,77.6900024414062,8.30000019073486,36,0,NA,NA,7,5652,7
"1321",1321,51007,87,50,37,20,1,1,1,2,3,2,7,79,70,28.1700000762939,67,71,5652,11,7,4,1,39,0,2,76,34,68.9370574951172,20.6285285949707,34,80.3870620727539,5.6235294342041,NA,1,0,1,0,2,65.2200012207031,35.0999984741211,37,77.6900024414062,8.30000019073486,36,1,34,34,7,5652,7
"1322",1322,51008,12,6,6,6,2,1,1,5,1,1,11,74,9,0,82,9,5652,12,31,4,1,12,0,1,12,9,82.1100006103516,0,9,74.2200012207031,11.1000003814697,1,0,0,0,0,1,82.1100006103516,0,9,74.2200012207031,11.1000003814697,9,0,NA,NA,31,5652,31
"1323",1323,51009,24,12,12,8,1,1,1,1,1,1,23,68,22,40.9099998474121,55,22,61002,11,11,4,1,24,0,1,24,22,55.4099998474121,40.9000015258789,22,67.5,22.7000007629395,1,0,0,0,0,1,55.4099998474121,40.9000015258789,22,67.5,22.7000007629395,22,0,NA,NA,11,61002,11
"1324",1324,51010,44,25,19,17,1,1,1,3,2,1,26,64,35,45.7099990844727,60,35,61002,11,27,4,1,38,0,1,38,35,59.5400009155273,45.7000007629395,35,64.4000015258789,25.7000007629395,1,0,0,0,0,1,59.5400009155273,45.7000007629395,35,64.4000015258789,25.7000007629395,35,0,NA,NA,27,61002,27
"1325",1325,51011,94,53,41,22,1,1,1,4,4,3,11,70,76,23.3799991607666,70,77,61002,11,18,4,1,28,0,3,84,23,70.3899993896484,30.3999996185303,23,69.5199966430664,17.3999996185303,1,0,0,0,0,3,70.4671401977539,23.3636360168457,77,70.0267105102539,10.5144739151001,76,0,NA,NA,18,61002,18
"1326",1326,51011,94,53,41,22,1,1,1,4,4,3,11,70,76,23.3799991607666,70,77,61002,11,18,4,2,29,0,3,84,28,72.3199996948242,28.6000003814697,27,71.629997253418,3.70000004768372,1,0,0,0,0,3,70.4671401977539,23.3636360168457,77,70.0267105102539,10.5144739151001,76,0,NA,NA,18,61002,18
"1327",1327,51011,94,53,41,22,1,1,1,4,4,3,11,70,76,23.3799991607666,70,77,61002,11,18,4,3,27,0,3,84,26,68.5400009155273,11.5,26,68.8099975585938,11.5,1,0,0,0,0,3,70.4671401977539,23.3636360168457,77,70.0267105102539,10.5144739151001,76,0,NA,NA,18,61002,18
"1328",1328,51012,24,12,12,14,1,1,1,1,1,1,18,72,17,23.5300006866455,67,17,61002,11,7,4,1,24,0,1,24,17,66.5899963378906,23.5,17,71.7600021362305,17.6000003814697,1,0,0,0,0,1,66.5899963378906,23.5,17,71.7600021362305,17.6000003814697,17,0,NA,NA,7,61002,7
"1329",1329,51014,53,53,0,11,2,1,1,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,19,0,2,40,18,59,61.0999984741211,18,72.7799987792969,11.1000003814697,1,0,1,0,2,2,59.6052627563477,60.521053314209,38,75.3323059082031,10.2384614944458,39,0,NA,NA,19,61002,19
